nature,date,heures,consommation,thermique,nucléaire,eolien,solaire,hydraulique,pompage,bioénergies,stockage_batterie,déstockage_batterie,eolien_terrestre,eolien_offshore,ech._physiques,flux_physiques_d'auvergne-rhône-alpes_vers_auvergne-rhône-alpes,flux_physiques_de_bourgogne-franche-comté_vers_auvergne-rhône-alpes,flux_physiques_de_bretagne_vers_auvergne-rhône-alpes,flux_physiques_de_centre-val_de_loire_vers_auvergne-rhône-alpes,flux_physiques_de_grand-est_vers_auvergne-rhône-alpes,flux_physiques_de_hauts-de-france_vers_auvergne-rhône-alpes,flux_physiques_d'ile-de-france_vers_auvergne-rhône-alpes,flux_physiques_de_normandie_vers_auvergne-rhône-alpes,flux_physiques_de_nouvelle-aquitaine_vers_auvergne-rhône-alpes,flux_physiques_d'occitanie_vers_auvergne-rhône-alpes,flux_physiques_de_pays-de-la-loire_vers_auvergne-rhône-alpes,flux_physiques_de_paca_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_bourgogne-franche-comté,flux_physiques_de_auvergne-rhône-alpes_vers_bretagne,flux_physiques_de_auvergne-rhône-alpes_vers_centre-val_de_loire,flux_physiques_de_auvergne-rhône-alpes_vers_grand-est,flux_physiques_de_auvergne-rhône-alpes_vers_hauts-de-france,flux_physiques_de_auvergne-rhône-alpes_vers_ile-de-france,flux_physiques_de_auvergne-rhône-alpes_vers_normandie,flux_physiques_de_auvergne-rhône-alpes_vers_nouvelle-aquitaine,flux_physiques_de_auvergne-rhône-alpes_vers_occitanie,flux_physiques_de_auvergne-rhône-alpes_vers_pays-de-la-loire,flux_physiques_de_auvergne-rhône-alpes_vers_paca,flux_physiques_allemagne_vers_auvergne-rhône-alpes,flux_physiques_belgique_vers_auvergne-rhône-alpes,flux_physiques_espagne_vers_auvergne-rhône-alpes,flux_physiques_italie_vers_auvergne-rhône-alpes,flux_physiques_luxembourg_vers_auvergne-rhône-alpes,flux_physiques_royaume-uni_vers_auvergne-rhône-alpes,flux_physiques_suisse_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_allemagne,flux_physiques_de_auvergne-rhône-alpes_vers_belgique,flux_physiques_de_auvergne-rhône-alpes_vers_espagne,flux_physiques_de_auvergne-rhône-alpes_vers_italie,flux_physiques_de_auvergne-rhône-alpes_vers_luxembourg,flux_physiques_de_auvergne-rhône-alpes_vers_royaume-uni,flux_physiques_de_auvergne-rhône-alpes_vers_suisse,tco_thermique_(%),tch_thermique_(%),tco_nucléaire_(%),tch_nucléaire_(%),tco_eolien_(%),tch_eolien_(%),tco_solaire_(%),tch_solaire_(%),tco_hydraulique_(%),tch_hydraulique_(%),tco_bioénergies_(%),tch_bioénergies_(%)
Données temps réel,2025-01-13,21:00:00,10002.0,601.0,12326.0,161.0,0.0,6756.0,0.0,38.0,-1,0,,,-9880.0,,279,,299,,,,,166,360,,100,,-1754,,-319,,,,,-144,-4295,,-151,,,,0,,,490,,,,-3163,,,-690,6.01,60.04,123.24,90.83,1.61,21.73,0.0,0.0,67.55,59.26,0.38,20.11
Données définitives,2022-10-22,03:00:00,5185.0,415.0,5976.0,93.0,0.0,1578.0,-1398.0,107.0,0.0,0.0,0.0,0.0,-1586.0,,,,,,,,,,,,,,352.0,,0.0,,,,,8.0,1328.0,,41.0,,,,,,,,,,,2789.0,,,1871.0,8.0,38.89,115.26,44.04,1.79,13.58,0.0,0.0,30.43,13.77,2.06,56.32
Données temps réel,2025-01-29,02:00:00,7670.0,131.0,7136.0,278.0,0.0,2774.0,-1839.0,25.0,0,0,,,-836.0,,3568,,1784,,,,,38,554,,91,,-369,,0,,,,,-47,-1676,,-103,,,,0,,,59,,,,-2351,,,-1821,1.71,13.09,93.04,52.59,3.62,37.52,0.0,0.0,36.17,24.33,0.33,13.23
Données temps réel,2025-05-25,07:30:00,4654.0,28.0,6713.0,81.0,235.0,2400.0,-821.0,46.0,0,0,,,-4029.0,,1190,,743,,,,,114,77,,62,,-457,,0,,,,,0,-2572,,-86,,,,0,,,31,,,,-1587,,,-919,0.6,2.8,144.24,49.47,1.74,10.93,5.05,10.52,51.57,21.05,0.99,24.34
Données temps réel,2025-08-18,07:00:00,5322.0,19.0,6586.0,106.0,27.0,1751.0,0.0,81.0,0,0,,,-3248.0,,977,,815,,,,,111,308,,49,,-626,,0,,,,,-15,-3273,,-298,,,,0,,,707,,,,-1059,,,-183,0.36,1.93,123.75,48.53,1.99,14.48,0.51,0.82,32.9,15.29,1.52,40.3
Données définitives,2021-01-10,00:30:00,9725.0,649.0,10700.0,166.0,0.0,3827.0,-4.0,118.0,0,0,0,0,-5732.0,,1408,,330,,,,,256,296,,146,,215,,185,,,,,82,7387,,761,,,,0,,,921,,,,218,,,239,6.67,60.26,110.03,78.85,1.71,29.7,0.0,0.0,39.35,32.45,1.21,63.1
Données consolidées,2024-01-27,22:00:00,7828.0,544.0,9784.0,119.0,0.0,4903.0,-13.0,126.0,0.0,0.0,0.0,0.0,-7636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95,54.35,124.99,72.1,1.52,16.06,0.0,0.0,62.63,43.0,1.61,66.67
Données définitives,2021-07-25,20:30:00,5808.0,9.0,7370.0,59.0,46.0,4408.0,-12.0,117.0,0,0,0,0,-6188.0,,423,,478,,,,,141,121,,68,,721,,65,,,,,124,4617,,637,,,,0,,,535,,,,1664,,,128,0.15,0.83,126.89,54.31,1.02,8.91,0.79,3.57,75.9,37.4,2.01,62.57
Données temps réel,2025-10-07,22:30:00,6389.0,426.0,9759.0,56.0,0.0,2839.0,0.0,66.0,0,0,,,-6758.0,,994,,359,,,,,27,401,,137,,-1521,,0,,,,,-29,-2743,,-24,,,,0,,,0,,,,-2672,,,-1008,6.67,43.34,152.75,71.92,0.88,7.65,0.0,0.0,44.44,24.8,1.03,34.92
Données temps réel,2025-11-16,17:30:00,6317.0,97.0,10810.0,30.0,22.0,2640.0,-314.0,80.0,0,0,,,-7049.0,,348,,479,,,,,15,385,,306,,-1722,,0,,,,,-38,-2170,,-21,,,,0,,,0,,,,-2924,,,-1129,1.54,9.87,171.13,79.66,0.47,4.1,0.35,0.65,41.79,23.06,1.27,42.33
Données définitives,2021-09-11,05:30:00,4845.0,27.0,8025.0,33.0,0.0,1408.0,-1300.0,123.0,0,0,0,0,-3471.0,,1565,,1387,,,,,157,297,,64,,37,,0,,,,,33,3767,,278,,,,0,,,12,,,,2343,,,493,0.56,2.49,165.63,59.14,0.68,4.82,0.0,0.0,29.06,11.93,2.54,65.43
Données définitives,2023-03-16,00:30:00,7262.0,130.0,11506.0,83.0,1.0,2959.0,-14.0,108.0,0.0,0.0,0.0,0.0,-7511.0,,,,,,,,,,,,,,933.0,,132.0,,,,,125.0,4864.0,,345.0,,,,,,,,,,,1957.0,,,930.0,1.79,13.28,158.44,84.79,1.14,11.48,0.01,0.05,40.75,25.95,1.49,56.54
Données définitives,2023-05-25,00:00:00,5443.0,230.0,8219.0,315.0,0.0,4998.0,-13.0,108.0,0.0,0.0,0.0,0.0,-8413.0,,,,,,,,,,,,,,1419.0,,250.0,,,,,174.0,4517.0,,524.0,,,,,,,,,,,2127.0,,,399.0,4.23,23.49,151.0,60.57,5.79,43.57,0.0,0.0,91.82,43.83,1.98,56.54
Données définitives,2021-12-20,10:00:00,11366.0,640.0,12297.0,202.0,112.0,3856.0,-5.0,117.0,0,0,0,0,-5853.0,,697,,287,,,,,35,413,,198,,1563,,611,,,,,152,6684,,855,,,,1189,,,1468,,,,0,,,278,5.63,58.82,108.19,90.62,1.78,28.33,0.99,7.93,33.93,33.65,1.03,61.58
Données définitives,2023-12-09,01:30:00,7676.0,139.0,10985.0,204.0,0.0,4264.0,-382.0,117.0,0.0,0.0,0.0,0.0,-7650.0,,,,,,,,,,,,,,1542.0,,6.0,,,,,204.0,3612.0,,234.0,,,,,,,,,,,2757.0,,,2047.0,1.81,13.89,143.11,80.95,2.66,27.53,0.0,0.0,55.55,37.4,1.52,61.9
Données temps réel,2025-11-16,21:00:00,6401.0,98.0,10834.0,31.0,0.0,3460.0,0.0,80.0,0,0,,,-8103.0,,1285,,630,,,,,159,278,,206,,-1271,,0,,,,,-119,-3151,,-22,,,,0,,,0,,,,-3698,,,-1627,1.53,9.97,169.25,79.84,0.48,4.23,0.0,0.0,54.05,30.22,1.25,42.33
Données définitives,2022-05-08,13:30:00,5943.0,14.0,5909.0,206.0,1000.0,1613.0,-1760.0,114.0,0.0,0.0,0.0,0.0,-1152.0,,,,,,,,,,,,,,16.0,,13.0,,,,,98.0,1948.0,,237.0,,,,,,,,,,,1455.0,,,367.0,0.24,1.33,99.43,43.54,3.47,28.81,16.83,63.53,27.14,14.35,1.92,52.53
Données temps réel,2025-03-12,08:30:00,8303.0,525.0,10033.0,37.0,296.0,5911.0,0.0,60.0,0,0,,,-8561.0,,48,,54,,,,,37,587,,96,,-2465,,-222,,,,,-158,-2362,,-73,,,,0,,,93,,,,-2640,,,-863,6.32,52.45,120.84,73.94,0.45,4.99,3.56,13.26,71.19,51.85,0.72,31.75
Données temps réel,2025-03-12,16:30:00,7489.0,521.0,10046.0,76.0,351.0,3781.0,0.0,60.0,0,0,,,-7349.0,,258,,150,,,,,27,587,,201,,-2038,,-225,,,,,-80,-2140,,-22,,,,0,,,102,,,,-2793,,,-781,6.96,52.05,134.14,74.03,1.01,10.26,4.69,15.72,50.49,33.16,0.8,31.75
Données définitives,2022-12-05,19:00:00,9934.0,689.0,9393.0,47.0,0.0,6161.0,-13.0,123.0,0.0,0.0,0.0,0.0,-6465.0,,,,,,,,,,,,,,2016.0,,528.0,,,,,226.0,5059.0,,758.0,,,,,,,,,,,475.0,,,273.0,6.94,70.38,94.55,69.22,0.47,6.5,0.0,0.0,62.02,54.03,1.24,64.4
Données consolidées,2024-05-02,20:00:00,7672.0,9.0,8192.0,250.0,51.0,4997.0,-13.0,125.0,0.0,0.0,0.0,0.0,-5939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.9,106.78,60.37,3.26,33.74,0.66,2.28,65.13,43.83,1.63,66.14
Données définitives,2023-12-21,23:00:00,8274.0,132.0,9692.0,454.0,0.0,3134.0,-1045.0,122.0,0.0,0.0,0.0,0.0,-4214.0,,,,,,,,,,,,,,58.0,,5.0,,,,,171.0,5203.0,,388.0,,,,,,,,,,,2320.0,,,627.0,1.6,13.19,117.14,71.42,5.49,61.27,0.0,0.0,37.88,27.49,1.47,64.55
Données définitives,2022-10-26,13:00:00,6828.0,361.0,7059.0,13.0,961.0,1932.0,-14.0,110.0,0.0,0.0,0.0,0.0,-3594.0,,,,,,,,,,,,,,327.0,,29.0,,,,,14.0,3000.0,,33.0,,,,,,,,,,,1588.0,,,949.0,5.29,33.83,103.38,52.02,0.19,1.9,14.07,61.09,28.3,16.85,1.61,57.89
Données consolidées,2024-11-30,05:00:00,7276.0,114.0,11634.0,97.0,0.0,2870.0,-863.0,114.0,0.0,0.0,0.0,0.0,-6691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,11.39,159.9,85.73,1.33,13.09,0.0,0.0,39.44,25.17,1.57,60.32
Données consolidées,2024-11-22,00:00:00,7754.0,324.0,11045.0,383.0,0.0,3395.0,-95.0,104.0,0.0,0.0,0.0,0.0,-7401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,32.37,142.44,81.39,4.94,51.69,0.0,0.0,43.78,29.78,1.34,55.03
Données définitives,2023-08-31,18:00:00,6348.0,13.0,8013.0,50.0,543.0,2579.0,-335.0,115.0,0.0,0.0,0.0,0.0,-4628.0,,,,,,,,,,,,,,918.0,,0.0,,,,,12.0,2357.0,,182.0,,,,,,,,,,,2418.0,,,379.0,0.2,1.33,126.23,59.05,0.79,6.92,8.55,29.8,40.63,22.62,1.81,60.21
Données définitives,2023-10-22,06:00:00,4665.0,13.0,8618.0,181.0,0.0,1730.0,-884.0,99.0,0.0,0.0,0.0,0.0,-5092.0,,,,,,,,,,,,,,281.0,,2.0,,,,,15.0,4434.0,,315.0,,,,,,,,,,,1559.0,,,1644.0,0.28,1.29,184.74,63.51,3.88,25.0,0.0,0.0,37.08,15.17,2.12,52.66
Données définitives,2022-04-22,04:00:00,5722.0,10.0,7548.0,109.0,0.0,1994.0,-564.0,114.0,0.0,0.0,0.0,0.0,-3489.0,,,,,,,,,,,,,,53.0,,0.0,,,,,73.0,3224.0,,324.0,,,,,,,,,,,2708.0,,,750.0,0.17,0.95,131.91,55.62,1.9,15.24,0.0,0.0,34.85,17.74,1.99,52.53
Données consolidées,2024-03-29,08:00:00,7766.0,108.0,8507.0,496.0,99.0,3531.0,-411.0,130.0,0.0,0.0,0.0,0.0,-4694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,10.79,109.54,62.69,6.39,66.94,1.27,4.43,45.47,30.97,1.67,68.78
Données définitives,2021-02-15,20:30:00,9752.0,647.0,9728.0,233.0,0.0,5770.0,-8.0,121.0,0,0,0,0,-6739.0,,524,,534,,,,,89,617,,184,,906,,1,,,,,221,3714,,231,,,,0,,,246,,,,3255,,,605,6.63,60.07,99.75,71.69,2.39,41.68,0.0,0.0,59.17,48.92,1.24,64.71
Données définitives,2022-11-08,09:00:00,7587.0,198.0,7259.0,361.0,205.0,3222.0,-14.0,104.0,0.0,0.0,0.0,0.0,-3748.0,,,,,,,,,,,,,,31.0,,0.0,,,,,23.0,3014.0,,479.0,,,,,,,,,,,2370.0,,,747.0,2.61,18.56,95.68,53.49,4.76,52.7,2.7,13.03,42.47,28.11,1.37,54.74
Données définitives,2022-01-08,15:00:00,9118.0,226.0,12357.0,201.0,210.0,2599.0,-1118.0,118.0,0.0,0.0,0.0,0.0,-5476.0,,,,,,,,,,,,,,94.0,,0.0,,,,,111.0,5798.0,,682.0,,,,,,,,,,,1498.0,,,901.0,2.48,21.26,135.52,91.06,2.2,29.34,2.3,14.07,28.5,22.69,1.29,61.78
Données définitives,2023-01-11,11:30:00,9424.0,166.0,13507.0,193.0,181.0,4454.0,-13.0,97.0,0.0,0.0,0.0,0.0,-9161.0,,,,,,,,,,,,,,1641.0,,0.0,,,,,216.0,4831.0,,333.0,,,,,,,,,,,3168.0,,,1407.0,1.76,16.96,143.33,99.54,2.05,26.69,1.92,9.93,47.26,39.06,1.03,50.79
Données définitives,2021-10-04,05:30:00,5359.0,123.0,9807.0,87.0,0.0,2089.0,-1310.0,111.0,0,0,0,0,-5547.0,,1731,,86,,,,,63,315,,106,,417,,0,,,,,32,3034,,160,,,,0,,,3,,,,2646,,,1562,2.3,11.34,183.0,72.27,1.62,12.2,0.0,0.0,38.98,18.24,2.07,58.42
Données consolidées,2024-04-11,04:30:00,6675.0,12.0,8528.0,324.0,0.0,2893.0,-1542.0,93.0,0.0,0.0,0.0,0.0,-3632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.2,127.76,62.84,4.85,43.72,0.0,0.0,43.34,25.37,1.39,49.21
Données temps réel,2025-05-28,19:30:00,6523.0,28.0,8515.0,171.0,276.0,3276.0,-1144.0,60.0,0,0,,,-4660.0,,582,,847,,,,,20,631,,494,,-1729,,0,,,,,-109,-1310,,-35,,,,0,,,465,,,,-3520,,,-652,0.43,2.8,130.54,62.75,2.62,23.08,4.23,12.36,50.22,28.73,0.92,31.75
Données définitives,2023-02-25,04:30:00,6655.0,519.0,12120.0,110.0,0.0,1191.0,-1440.0,116.0,0.0,0.0,0.0,0.0,-5963.0,,,,,,,,,,,,,,79.0,,521.0,,,,,64.0,6400.0,,472.0,,,,,,,,,,,1627.0,,,270.0,7.8,53.01,182.12,89.31,1.65,15.21,0.0,0.0,17.9,10.44,1.74,60.73
Données consolidées,2024-11-16,00:00:00,8072.0,539.0,11681.0,54.0,0.0,2222.0,-13.0,111.0,0.0,0.0,0.0,0.0,-6522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,53.85,144.71,86.08,0.67,7.29,0.0,0.0,27.53,19.49,1.38,58.73
Données définitives,2021-06-26,07:00:00,4946.0,12.0,8963.0,13.0,41.0,4146.0,-507.0,105.0,0,0,0,0,-7826.0,,330,,329,,,,,104,73,,65,,1396,,0,,,,,10,4081,,353,,,,0,,,30,,,,2186,,,733,0.24,1.11,181.22,66.05,0.26,1.96,0.83,3.18,83.83,35.18,2.12,56.15
Données consolidées,2024-08-15,13:00:00,5951.0,6.0,5603.0,85.0,1406.0,2175.0,-1138.0,118.0,0.0,0.0,0.0,0.0,-2304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.6,94.15,41.29,1.43,11.47,23.63,62.96,36.55,19.08,1.98,62.43
Données définitives,2021-06-14,17:00:00,7176.0,172.0,8886.0,56.0,662.0,4180.0,-14.0,90.0,0,0,0,0,-6856.0,,45,,252,,,,,79,148,,140,,1002,,108,,,,,12,4419,,167,,,,0,,,590,,,,2160,,,243,2.4,15.94,123.83,65.48,0.78,8.46,9.23,51.36,58.25,35.47,1.25,48.13
Données consolidées,2024-11-21,15:00:00,9625.0,513.0,11637.0,431.0,205.0,4078.0,-13.0,99.0,0.0,0.0,0.0,0.0,-7325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,51.25,120.9,85.76,4.48,58.16,2.13,9.18,42.37,35.77,1.03,52.38
Données consolidées,2024-01-26,21:30:00,7663.0,130.0,9821.0,163.0,0.0,5518.0,-13.0,126.0,0.0,0.0,0.0,0.0,-8083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,12.99,128.16,72.37,2.13,22.0,0.0,0.0,72.01,48.4,1.64,66.67
Données définitives,2023-03-08,19:00:00,8940.0,534.0,12115.0,319.0,0.0,3225.0,-13.0,110.0,0.0,0.0,0.0,0.0,-7350.0,,,,,,,,,,,,,,903.0,,0.0,,,,,170.0,5307.0,,693.0,,,,,,,,,,,2235.0,,,394.0,5.97,54.55,135.51,89.28,3.57,44.12,0.0,0.0,36.07,28.28,1.23,57.59
Données définitives,2023-07-20,22:00:00,6460.0,11.0,8082.0,56.0,0.0,4044.0,-13.0,119.0,0.0,0.0,0.0,0.0,-5840.0,,,,,,,,,,,,,,1090.0,,0.0,,,,,39.0,4042.0,,501.0,,,,,,,,,,,1918.0,,,117.0,0.17,1.12,125.11,59.56,0.87,7.75,0.0,0.0,62.6,35.46,1.84,62.3
Données consolidées,2024-01-25,17:30:00,7862.0,359.0,9839.0,136.0,23.0,5242.0,-13.0,127.0,0.0,0.0,0.0,0.0,-7853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,35.86,125.15,72.51,1.73,18.35,0.29,1.03,66.68,45.98,1.62,67.2
Données définitives,2021-10-22,15:00:00,7200.0,371.0,10669.0,205.0,697.0,1169.0,-241.0,111.0,0,0,0,0,-5780.0,,784,,338,,,,,36,367,,346,,1236,,142,,,,,64,2378,,232,,,,0,,,3,,,,2425,,,1178,5.15,34.19,148.18,78.62,2.85,28.75,9.68,50.0,16.24,10.21,1.54,58.42
Données temps réel,2025-11-13,23:30:00,6698.0,97.0,9778.0,486.0,0.0,1757.0,-1277.0,80.0,0,0,,,-4223.0,,1949,,1027,,,,,114,532,,110,,-682,,0,,,,,-10,-2714,,-28,,,,0,,,0,,,,-2480,,,-1341,1.45,9.87,145.98,72.06,7.26,66.39,0.0,0.0,26.23,15.35,1.19,42.33
Données définitives,2023-12-04,16:00:00,9594.0,567.0,10814.0,392.0,88.0,3851.0,-14.0,112.0,0.0,0.0,0.0,0.0,-6216.0,,,,,,,,,,,,,,1701.0,,4.0,,,,,176.0,3090.0,,256.0,,,,,,,,,,,3163.0,,,971.0,5.91,56.64,112.72,79.69,4.09,52.9,0.92,3.94,40.14,33.78,1.17,59.26
Données temps réel,2025-11-13,19:00:00,7790.0,96.0,9776.0,466.0,0.0,4432.0,0.0,80.0,0,0,,,-7061.0,,1217,,907,,,,,181,162,,54,,-1025,,0,,,,,-169,-3320,,-88,,,,0,,,0,,,,-3019,,,-1130,1.23,9.77,125.49,72.04,5.98,63.66,0.0,0.0,56.89,38.71,1.03,42.33
Données définitives,2023-11-29,14:30:00,8674.0,574.0,10035.0,27.0,698.0,4348.0,-13.0,123.0,0.0,0.0,0.0,0.0,-7119.0,,,,,,,,,,,,,,2971.0,,407.0,,,,,70.0,2833.0,,96.0,,,,,,,,,,,2033.0,,,277.0,6.62,57.11,115.69,73.95,0.31,3.73,8.05,32.96,50.13,38.13,1.42,65.43
Données temps réel,2025-06-14,06:00:00,4763.0,26.0,7919.0,88.0,14.0,2912.0,-664.0,80.0,-1,0,,,-5612.0,,1058,,1025,,,,,101,155,,194,,-1115,,0,,,,,-13,-1937,,-32,,,,0,,,0,,,,-3375,,,-1071,0.55,2.64,166.26,58.36,1.85,12.02,0.29,0.42,61.14,25.43,1.68,39.8
Données temps réel,2025-09-08,00:30:00,5037.0,27.0,9139.0,76.0,0.0,2777.0,-235.0,81.0,0,0,,,-6827.0,,1033,,395,,,,,171,136,,62,,-744,,0,,,,,-20,-3508,,-121,,,,0,,,0,,,,-2331,,,-982,0.54,2.74,181.44,67.35,1.51,10.38,0.0,0.0,55.13,24.26,1.61,40.3
Données temps réel,2025-10-09,03:30:00,5536.0,22.0,9764.0,120.0,0.0,1521.0,-718.0,66.0,0,0,,,-5239.0,,990,,886,,,,,15,303,,185,,-1127,,0,,,,,-10,-2216,,-20,,,,0,,,0,,,,-2781,,,-876,0.4,2.24,176.37,71.95,2.17,16.39,0.0,0.0,27.47,13.29,1.19,34.92
Données définitives,2021-11-22,16:30:00,9596.0,228.0,11787.0,143.0,23.0,2546.0,-5.0,112.0,0,0,0,0,-5238.0,,1251,,600,,,,,98,339,,355,,685,,1,,,,,85,4355,,400,,,,0,,,345,,,,2113,,,587,2.38,20.96,122.83,86.86,1.49,20.06,0.24,1.63,26.53,22.22,1.17,58.95
Données définitives,2023-01-01,21:00:00,6760.0,158.0,8482.0,518.0,0.0,3137.0,-104.0,112.0,0.0,0.0,0.0,0.0,-5542.0,,,,,,,,,,,,,,686.0,,0.0,,,,,180.0,3137.0,,406.0,,,,,,,,,,,1733.0,,,1245.0,2.34,16.14,125.47,62.51,7.66,71.65,0.0,0.0,46.41,27.51,1.66,58.64
Données définitives,2021-11-17,13:30:00,9689.0,568.0,11764.0,191.0,213.0,3161.0,-5.0,115.0,0,0,0,0,-6319.0,,439,,334,,,,,54,424,,348,,1169,,320,,,,,107,4314,,383,,,,0,,,434,,,,1586,,,472,5.86,52.21,121.42,86.69,1.97,26.79,2.2,15.07,32.62,27.59,1.19,60.53
Données consolidées,2024-01-29,16:00:00,7844.0,260.0,9819.0,262.0,412.0,4522.0,-13.0,126.0,0.0,0.0,0.0,0.0,-7544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,25.97,125.18,72.36,3.34,35.36,5.25,18.45,57.65,39.66,1.61,66.67
Données définitives,2022-12-04,05:30:00,7120.0,206.0,9623.0,94.0,0.0,964.0,-2053.0,124.0,0.0,0.0,0.0,0.0,-1837.0,,,,,,,,,,,,,,99.0,,0.0,,,,,44.0,3790.0,,526.0,,,,,,,,,,,568.0,,,488.0,2.89,21.04,135.15,70.91,1.32,13.0,0.0,0.0,13.54,8.45,1.74,64.92
Données définitives,2021-02-28,20:30:00,7748.0,213.0,9653.0,64.0,0.0,4572.0,-7.0,126.0,0,0,0,0,-6872.0,,52,,220,,,,,29,708,,453,,2445,,159,,,,,261,2911,,195,,,,0,,,16,,,,1385,,,995,2.75,19.78,124.59,71.13,0.83,11.45,0.0,0.0,59.01,38.77,1.63,67.38
Données définitives,2021-03-23,17:00:00,7829.0,429.0,10449.0,39.0,297.0,3078.0,-2.0,115.0,0,0,0,0,-6577.0,,1579,,389,,,,,23,501,,382,,1945,,99,,,,,48,3139,,211,,,,0,,,2,,,,2676,,,1334,5.48,39.83,133.47,77.0,0.5,6.98,3.79,24.96,39.32,26.1,1.47,61.5
Données consolidées,2024-03-13,19:00:00,8253.0,457.0,9495.0,49.0,1.0,6384.0,-12.0,127.0,0.0,0.0,0.0,0.0,-8248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,45.65,115.05,69.97,0.59,6.61,0.01,0.04,77.35,56.0,1.54,67.2
Données temps réel,2025-07-18,18:30:00,7418.0,201.0,8097.0,78.0,742.0,3102.0,-163.0,81.0,0,0,,,-4720.0,,865,,14,,,,,13,257,,361,,-485,,0,,,,,-32,-1723,,-38,,,,0,,,151,,,,-2965,,,-624,2.71,20.41,109.15,59.67,1.05,10.66,10.0,22.48,41.82,27.09,1.09,40.3
Données définitives,2022-05-01,06:00:00,5077.0,13.0,6330.0,165.0,0.0,2217.0,-1247.0,127.0,0.0,0.0,0.0,0.0,-2528.0,,,,,,,,,,,,,,205.0,,0.0,,,,,20.0,2749.0,,156.0,,,,,,,,,,,1183.0,,,621.0,0.26,1.24,124.68,46.65,3.25,23.08,0.0,0.0,43.67,19.72,2.5,58.53
Données définitives,2022-11-26,16:00:00,6826.0,575.0,8325.0,116.0,165.0,3027.0,-14.0,125.0,0.0,0.0,0.0,0.0,-5493.0,,,,,,,,,,,,,,572.0,,0.0,,,,,83.0,2559.0,,176.0,,,,,,,,,,,2923.0,,,1525.0,8.42,53.89,121.96,61.35,1.7,16.93,2.42,10.49,44.35,26.41,1.83,65.79
Données définitives,2021-07-30,03:30:00,5268.0,9.0,9081.0,71.0,0.0,2820.0,-811.0,124.0,0,0,0,0,-6025.0,,1296,,830,,,,,135,83,,71,,337,,0,,,,,18,4479,,376,,,,0,,,11,,,,2506,,,734,0.17,0.83,172.38,66.92,1.35,10.73,0.0,0.0,53.53,23.93,2.35,66.31
Données consolidées,2024-05-01,05:00:00,5283.0,9.0,8451.0,33.0,0.0,2708.0,-1153.0,135.0,0.0,0.0,0.0,0.0,-4900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.9,159.97,62.28,0.62,4.45,0.0,0.0,51.26,23.75,2.56,71.43
Données consolidées,2024-02-05,03:00:00,7546.0,135.0,10071.0,189.0,0.0,1831.0,-1926.0,132.0,0.0,0.0,0.0,0.0,-2887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,13.49,133.46,74.22,2.5,25.51,0.0,0.0,24.26,16.06,1.75,69.84
Données consolidées,2024-07-07,11:00:00,5704.0,5.0,4716.0,31.0,1134.0,3511.0,-689.0,111.0,0.0,0.0,0.0,0.0,-3115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.5,82.68,34.75,0.54,4.18,19.88,50.78,61.55,30.8,1.95,58.73
Données définitives,2022-10-10,19:00:00,6135.0,48.0,6398.0,14.0,7.0,3005.0,-13.0,104.0,0.0,0.0,0.0,0.0,-3429.0,,,,,,,,,,,,,,215.0,,2.0,,,,,23.0,2668.0,,448.0,,,,,,,,,,,1805.0,,,297.0,0.78,4.5,104.29,47.15,0.23,2.04,0.11,0.45,48.98,26.21,1.7,54.74
Données définitives,2023-10-25,06:00:00,5816.0,13.0,8230.0,268.0,0.0,2717.0,-982.0,93.0,0.0,0.0,0.0,0.0,-4523.0,,,,,,,,,,,,,,1046.0,,2.0,,,,,11.0,2391.0,,143.0,,,,,,,,,,,2212.0,,,2116.0,0.22,1.29,141.51,60.65,4.61,37.02,0.0,0.0,46.72,23.83,1.6,49.47
